metocb,569
DEET,569
C1oxfnzde,568
penccrn,568
floncmd,568
thiamtxm,567
actmpd,567
Clpfm,566
flutlnl,566
eTDazl,566
tebcnzl,566
etfmst,563
metbzn,563
imzll,562
hextazx,562
Stot,561
clomzn,560
SiO2,560
epxcnzl,552
sulcton,551
TfsfrnC1y,550
sPAK16,550
tfluoxsbn,549
proClaz,547
Oaml,547
pymtzne,547
nicsfrn,546
fenhxAd,546
quizlfPC2y,546
cypcnzl,544
cyazfAd,544
TnxpcC2y,543
prosfcb,541
tebfprd,541
Dfncnzl,541
meston,540
etpfs,540
cycxdm,540
bittnl,539
fenmdn,539
fostazt,539
dodmf,539
cyrmzne,535
fluazfPC4y,535
Talt,535
fluaznm,534
spirdcfn,533
buprmt,533
Cltlnl,533
desC2ytC4yaz,533
propxr,532
prosfrn,531
pendmtln,530
carftznC2y,527
mandppAd,527
ipDon,526
alDcb,523
fipnl,514
spinsd,512
Ti,504
fenmdfm,502
thifsfrnC1y,499
messfrnC1y,497
Dffncn,497
pacbtzl,494
mepnprm,494
metfnn,489
fluoprm,487
metml,485
Tadmnl,485
Tfmzl,484
amdsfrn,478
Dfbzrn,478
pyrmtnl,476
indxcb,472
spirmsfn,471
T4Hflmde,470
desmtn,468
tofnC1y,468
Dsftn,467
metxrn,463
pencnzl,461
Dcbnl,458
26DClBenAd,458
4C9yFol,458
sPAK10,458
chloratnlpl,454
furlxl,452
propAd,452
propCl,452
vinczln,452
fosfmdn,452
carbrl,452
bifnzt,451
piprnbO,448
demtSC1y,446
Dcfande,446
C1yClprfs,446
DMST,446
tolfande,446
cloprld,444
cymOanl,444
flumoxzn,443
spirttmt,442
Rb,441
procmdn,441
Cs,441
topmzn,440
KLEUR,437
quinoxfn,436
amttdn,436
W,435
HpCl,433
carbfrn,433
alDcsfn,433
mlxl,432
HxClbtDen,429
aHCH,426
propmcb,425
cHCH,424
HCB,420
dHCH,419
PeClBen,418
DmtnmdP,414
bHCH,413
DmtAd,413
cHpClepO,412
fosln,411
C1yBrfs,411
44DDT,407
tHpClepO,407
aedsfn,407
bedsfn,406
bupfzn,405
tomtn,405
PFOS,404
T4Clvfs,400
C2yBrfs,400
aldn,398
dieldn,398
idn,398
44DDE,398
44DDD,398
endn,397
Nanorg,397
azacnzl,395
cpyrfnx,394
tpyrfnx,394
Detfcb,394
tpermtn,394
PCB28,391
metocbsfn,384
Dtann,384
damnzde,384
metocbSO,384
PCB138,380
PCB52,380
PCB180,380
PCB153,380
24DDT,380
PCB101,380
fenamfs,368
PCB118,368
PFOA,359
irgrl,350
cumfs,338
TC4ySn,334
sverttPFOS,323
MCPA,313
bentzn,300
INTTNLETRCCN,297
24D,296
CZV,295
Dcfl,293
DC4ySn,278
PeClFol,276
24DB,263
DEHP,263
T4ClC2e,260
TClC2e,260
DClC1a,247
112TClC2a,247
t12DClC2e,247
12DClC3a,247
111TClC2a,247
TClC1a,247
11DClC2a,247
12DClC2a,247
VEGTTE,247
T4ClC1a,247
c12DClC2e,247
ClBen,244
14DClBen,244
13DClBen,244
135TClBen,244
123TClBen,244
12DClBen,244
Tol,240
C2yBen,240
Ben,240
sPAK6,236
s4C9yFol,231
11DClC2e,229
1122T4ClC2a,229
styrn,229
s1314xyln,226
12xyln,226
tefbzrn,222
24DP,217
cumn,215
HxClC2a,209
PBDE99,209
PBDE154,208
PBDE153,208
PBDE28,208
PBDE47,208
PBDE100,208
PBDE85,205
PBDE49,205
PBDE138,201
MCPB,195
2ClTol,194
lencl,194
PFBA,192
PFPA,191
PFDA,190
PFHpA,190
PFHxA,190
PFUdA,190
2PFC6yC2a1sf,190
PFNA,190
245T,190
fenppdn,185
sverttPFOA,184
L_PFBS,184
L_PFHxS,182
flurOxpr,182
FRD-903,178
BrOxnl,172
t13DClC3e,171
tritsfrn,171
3ClTol,170
3ClC3e,170
fluopclde,169
metcnzl,169
flufnct,167
IsfrnC1yNa,166
26ClF12C6oxT,165
TC4yPO4,165
halOxfPC1y,163
H-PFC10asfzr,160
L_PFDS,160
AMPA,160
EtFOSAA,160
L_PFHpS,160
PFOSA,160
glyfst,160
PFC5asfzr,160
PFDoA,160
PFTDA,160
PFTeDA,160
N-MeFOSAA,160
cF16C10ezr,159
ClC2e,157
c13DClC3e,157
F,157
TBrC1a,157
mlxlM,155
DNOC,154
C1yttC4yEtr,151
fludoxnl,151
DiC3yEtr,151
mecppP,150
13DClC3a,150
desmdfm,143
MCPP,143
24DDD,141
teldn,141
24DDE,141
PFC9asfzr,139
sverttPFHxS,139
28ClF16C8oxT,139
TFyPO4,138
124TC1yBen,136
DClBrC1a,136
123TClC3a,136
DBrClC1a,136
1C3yBen,136
ttC4yBen,136
DBrC1a,136
metbmrn,135
Dnsb,135
Dcba,133
135TC1yBen,130
SmtlCl,130
24DNO2Fol,129
245TP,128
captn,128
zOaAd,127
PBDE209,127
glufsnt,126
DONA,124
endsfSO4,123
tCldn,123
teplxdm,123
cCldn,123
CHLFb,121
fenxppPC2y,121
FEOb,121
cycat,120
spinsnD,119
spinsnA,119
rimsfrn,118
sCHLFa4,116
IppnC4ycbmt,115
piclnfn,114
pyrslm,113
4C2yTol,112
DccPeDen,112
cycC6a,112
3C2yTol,112
DC1yDS,112
2C2yTol,112
DC1oxC1a,112
C1ymtclt,112
123TC1yBen,112
C2yetourum,110
isxbn,110
clodnfppgl,109
chloftzn,104
monrn,104
iOxnl,104
forasfrn,99
Br,98
Clbmrn,98
slinvertPFOS,97
Dntb,97
bixfn,95
isprzm,95
4CPA,93
tabdzl,92
Tcpr,92
slinvertPFOA,92
clotandne,92
cyfmtfn,91
protocnzl,90
pyrdfl,90
teftn,87
etxzl,86
quinmrc,86
halOxfC2oxC2,84
pyrffnC2y,84
bentavlcbiC3,84
fluxprxd,84
siltofm,84
flurslm,83
tembtone,82
bromcl,80
carbtAd,80
TClfn,79
omtat,78
sHBCD,78
cloqtcmxl,77
etofcb,74
iOaftl,74
nuarml,74
234TClFol,73
2345T4ClFol,73
2346T4ClFol,73
2356T4ClFol,73
235TClFol,73
permtn,73
236TClFol,73
sabcHBCD,73
ftalmde,73
amtn,73
s2425DClFol,73
4ClFol,73
2ClFol,73
245TClFol,73
26DClFol,73
345TClFol,73
3ClFol,73
246TClFol,73
35DClFol,73
34DClFol,73
23DClFol,73
halOxfp,72
carbmzpne,71
amsbm,71
fursmde,71
sulfmtoazl,71
aztmcne,71
Dclofnc,71
clartmcne,71
OaDazn,70
folpt,70
irbstan,69
gabptne,69
HCltazde,69
metpll,69
sFEO,69
sotll,69
Tmtpm,68
amdTzinzr,67
clindmcne,67
fenzn,67
oxzpm,67
valstan,66
Cloxrn,66
pinadn,65
C1yOxdmtn,65
milbmcA3,64
cyffAd,63
Dfnxrn,63
TFySn,61
napxn,61
ibpfn,61
metfmne,61
quincmn,61
penffn,60
pentoprd,60
jopmdl,60
Dpyrdml,60
lidcine,60
pyrfnx,58
promtne,58
DmtCl,58
profm,58
ertmcne,58
metdton,58
alDcSO,55
1234T4ClBen,54
TbnrC1y,54
s12x5T4ClBen,54
CN,53
cT4Clvfs,52
Tadmfn,52
alltn,52
fonfs,52
sdmtn,52
Brpplt,52
fenarml,52
pyrdll,50
26DCl4NO2An,49
pyrdt,49
picxsbn,49
lufnrn,49
butcbOxmSO,49
butcbOxm,49
La,48
endsfn,48
mepqat,48
cletdm,47
TOTCLS,47
propnll,47
CNazne,47
emmtbzat,46
fosC2yAl,46
pyrtnn,46
sHpClepO,46
Dqt,44
fluOxpmtl,44
propmcbHCl,44
DFySn,44
TOTBTA,44
RESTBTA,44
tecrbzneC1y,43
fenprAe,43
cyftn,43
ixdfnC2y,43
clmqat,43
sAOX,42
sEOX,42
T4mtn,41
demtSC1ysfn,41
fenpratn,41
butCl,41
biftn,41
TOTAFA,41
4ClAn,41
gemfbzl,40
cyatnlple,40
2C2ox2C1yC3a,39
11DClC3a,39
clotmzl,38
sC2oxdm,38
DmtnmdC2asfz,38
metlClC2asfz,38
fenrn,38
metlClOoHac,38
HTI,38
desiC3yatzne,38
halaxfnC1y,38
H3,38
ClOxnl,38
Hxznn,38
fluoxtne,37
jopmde,37
sulftp,36
H-PFC6asfzr,36
fostl,36
vamdton,36
furtocb,36
Mctfs,36
ADONA,35
BrOxnOcnat,35
Si,35
sulfprdne,35
roxtmcne,35
atvttne,35
asprne,34
fluazfp,34
caffine,34
17bestDol,34
etnetDol,34
ketpfn,33
poxflne,33
clozpne,33
propqzfp,33
pipprn,33
bezafbt,33
DmTdzl,33
VOGL,33
imzmx,32
malinhdzde,32
3C1yprdne,31
cipfxcne,31
flubDad,31
Oasfrn,31
fenvlrt,30
fluprdfrn,30
VUIL,30
benzvdfpr,30
etfpx,30
acqncl,30
valfnlt,30
bromxnbtrt,30
TccC6ySn,29
DccC6ySn,29
THERMTLRTCLS,28
NTA,28
DTPA,28
EDTA,28
sPTOXSBAGN,27
BHT,27
2C2yC6y4C1ox,27
atnll,27
sTOXSBAGN5,27
sPBDE6,26
benzadnne,26
fluazfpP,26
Oatapplne,26
sulfafr,26
sedxne,26
T4C4ySn,26
iC3yantnlAd,25
hymxzl,25
etofcbsfn,25
ClmqCl,25
etofcbSO,25
acdne,25
3Cl4C1yFyura,25
flrtmn,25
EPTC,25
Clsfrn,25
azmtfs,25
secC4yBen,24
1iC3y4C1yBen,24
BrBen,24
1112T4ClC2a,24
C4yBen,24
11DClC3e,24
4ClTol,24
12DBrC2a,24
12DBr3ClC3a,24
sVOX,22
benlxlM,22
tramdl,22
H-PFC12asfzr,21
benzCl,21
muskxln,21
23DClC3e,21
PFC18azr,21
MeFOSA,21
bisPFC10yPO4,21
PFC16azr,21
NC1yPFC4asfA,20
PF37DC1yOA,20
PFC4asfAd,20
MeFBSAA,20
EtFOSA,20
sDtocbmt,20
H-PFUdA,20
HPFHpA,20
WORO,19
halon1011,18
mirx,17
nappAd,17
benfn,17
mefpDC2y,17
antcnn,17
Tazmt,17
mAh,17
mecbm,17
DqBr,17
toDcb,17
Dctfs,17
cltofs,17
eton,17
fentat,17
PBDE183,16
PBDE71,16
GEUR,16
PBDE66,16
milbmcA4,16
2Nafsfzr,16
123benztazl,16
1Nafsfzr,16
PBDE75,16
SCHUIM,15
sDClBen,15
sFolwv,15
sTClBen,15
azdrtn,14
fenbtSnO,14
Ra228,14
Ra226,14
Po210,14
MICY,14
s45C1y1Hbzta,13
jompl,13
PCB123,12
citlpm,12
TEGDME,12
APNI,12
2C1oxC2yactt,12
amspde,12
minrlole,12
2C1oxC3yactt,12
bis2C1oxC2yE,12
25811T4OaC12,12
mepqCl,12
C2oxC2yactt,12
candstn,12
venlfxne,12
Dcfton,11
PeClNO2Ben,11
2FyFol,11
furmccx,11
T4Dfn,11
fosmt,11
profnfs,11
23DClAn,11
quizlfC2y,11
34DClAn,11
terbfs,11
35DClAn,11
propnl,11
fentn,11
terbmtn,11
proptfs,11
formton,11
pirmcdC1y,11
biFy,11
etfn,11
OaDxl,11
tftn,11
iffs,11
metptn,11
T4sl,11
C2yprmfs,11
etfs,11
fenamfSO,11
tecnzn,11
Tfrne,11
jodffs,11
emmtn,10
amtl,10
HYBDVS,10
Dbzfrn,10
OLE,10
LEGONLA,9
Sr90,8
S,8
PFOS_K,8
TC2ycitt,7
IsfrnC1y,7
bisFolA,7
246TBrFol,6
2C1ytobztazl,6
T4ClC2a,6
TPPO,6
TC2yPO4,6
sulfsfrn,6
seC4yazne,6
pyrzl,6
TiC4yPO4,6
HHCB,6
2NO2Fol,6
2HOxatzne,6
fenClfs,6
desFyClidzn,6
azsfrn,6
22DClC3a,6
Tcsn,6
tris2C4oxC2y,6
iClidzn,6
C1ydesFyClid,6
cindnC2y,6
DC1ysAd,6
parctml,6
taufvlnt,6
2Aoactfnn,6
glufsntNH4,6
134DClFyurum,6
TFyffnS,6
TClC3yPO4,6
14DOxan,6
C2oxsfrn,6
mesnl,6
OcC1yT4slxn,6
iffAd,6
Clmfs,6
134DClFy3C1y,6
fort,6
Clfsn,6
clxlnl,6
lincmcne,6
cycffAd,6
aslm,6
Aoprld,6
amodne,5
ivmctne,5
simvstne,5
captabne,5
lostan,5
PLAN,5
actsfmtozl,5
sMAK,4
primdn,3
quetpne,3
levtrctm,3
NPEO1,3
joxtlmnzr,3
NPEO2,3
C9yFol,3
IJSDK,3
DC8yFt,3
FYT_bloei13,3
t1011DHOx101,2
CaCO3,2
ANNA,2
2HOxibpfn,2
clofbt,2
Tl201,1
Tc99m,1
sulfqoxlne,1
tamxfn,1
Tccbn,1
sulfdmtoxne,1
Tc99,1
terbtlne,1
tiamlne,1
tolfAezr,1
valum,1
sulfmrzn,1
I131,1
sulfdmdne,1
johxl,1
carbdx,1
Co58,1
indmtcne,1
Co60,1
Cs134,1
Cs137,1
Na22,1
cefrxm,1
clofbnzr,1
furzldn,1
cloxclne,1
cortsn,1
Mo99,1
Mn54,1
Dcloxclne,1
florfncl,1
fentrl,1
Lu177,1
fenpfn,1
fenfbt,1
K40,1
dapsn,1
In111,1
Hg203,1
dexmtsn,1
Oaclne,1
jotlmnzr,1
sulfdazne,1
Clafncl,1
sulfClprdzne,1
T2ClC2yPO4,1
salczr,1
salbtml,1
Zn65,1
Sb125,1
Sb124,1
Sb122,1
rondzl,1
Ru106,1
Ru103,1
progtrn,1
ANNO,1
benzcine,1
Ag110m,1
Am241,1
Aofnzn,1
oladmcn,1
nafclne,1
bispll,1
metndzl,1
C4yBensfAd,1
OxT4ccne,1
mebdzl,1
Ce144,1
Be7,1
