Parameter.groep,Parameter.code,Parameter.omschrijving,Grootheid.code,Eenheid.code
ChemischeStof,joxtlmnzr,joxitalaminezuur,CONCTTE,ug/l
ChemischeStof,ketpfn,ketoprofen,CONCTTE,ug/l
ChemischeStof,kresOxmC1y,kresoxim-methyl,CONCTTE,ug/l
ChemischeStof,lcyhltn,lambda-cyhalothrin,CONCTTE,ng/l
ChemischeStof,lcyhltn,lambda-cyhalothrin,CONCTTE,ug/l
ChemischeStof,lencl,lenacil,CONCTTE,ug/l
ChemischeStof,levtrctm,levetiracetam,CONCTTE,ug/l
ChemischeStof,lidcine,lidocaïne,CONCTTE,ug/l
ChemischeStof,lincmcne,lincomycine,CONCTTE,ug/l
ChemischeStof,linrn,linuron,CONCTTE,ug/l
ChemischeStof,lostan,losartan,CONCTTE,ug/l
ChemischeStof,lufnrn,lufenuron,CONCTTE,ug/l
ChemischeStof,mAh,metaldehyde,CONCTTE,ug/l
ChemischeStof,malinhdzde,maleinehydrazide,CONCTTE,ug/l
ChemischeStof,malton,malathion,CONCTTE,ug/l
ChemischeStof,mandppAd,mandipropamide,CONCTTE,ug/l
ChemischeStof,mebdzl,mebendazol,CONCTTE,ug/l
ChemischeStof,mecbm,mecarbam,CONCTTE,ug/l
ChemischeStof,mecppP,mecoprop-P,CONCTTE,ug/l
ChemischeStof,mefpDC2y,mefenpyr-diethyl,CONCTTE,ug/l
ChemischeStof,mepnprm,mepanipyrim,CONCTTE,ug/l
ChemischeStof,mepqCl,mepiquatchloride,CONCTTE,ug/l
ChemischeStof,mepqat,mepiquat,CONCTTE,ug/l
ChemischeStof,mesnl,mestranol,CONCTTE,ug/l
ChemischeStof,messfrnC1y,mesosulfuron-methyl,CONCTTE,ug/l
ChemischeStof,meston,mesotrion,CONCTTE,ug/l
ChemischeStof,metbmrn,metobromuron,CONCTTE,ug/l
ChemischeStof,metbtazrn,metabenzthiazuron,CONCTTE,ug/l
ChemischeStof,metbzn,metribuzin,CONCTTE,ug/l
ChemischeStof,metcnzl,metconazool,CONCTTE,ug/l
ChemischeStof,metdton,methidathion,CONCTTE,ug/l
ChemischeStof,metfmne,metformine,CONCTTE,ug/l
ChemischeStof,metfnn,metrafenon,CONCTTE,ug/l
ChemischeStof,metlCl,metolachloor,CONCTTE,ug/l
ChemischeStof,metlClC2asfz,metolachlor ethaansulfonzuur,CONCTTE,ug/l
ChemischeStof,metlClOoHac,metolachlor oxo azijnzuur,CONCTTE,ug/l
ChemischeStof,metml,methomyl,CONCTTE,ug/l
ChemischeStof,metndzl,metronidazol,CONCTTE,ug/l
ChemischeStof,metocb,methiocarb,CONCTTE,ug/l
ChemischeStof,metocbSO,methiocarbsulfoxide,CONCTTE,ug/l
ChemischeStof,metocbsfn,methiocarbsulfon,CONCTTE,ug/l
ChemischeStof,metpll,metoprolol,CONCTTE,ug/l
ChemischeStof,metptn,methoprotryn,CONCTTE,ug/l
ChemischeStof,metxrn,metoxuron,CONCTTE,ug/l
ChemischeStof,mevfs,mevinfos,CONCTTE,ug/l
ChemischeStof,milbmcA3,milbemycin A3,CONCTTE,ug/l
ChemischeStof,milbmcA4,milbemycin A4,CONCTTE,ug/l
ChemischeStof,minrlole,minerale olie,CONCTTE,ug/l
ChemischeStof,mirx,mirex,CONCTTE,ug/l
ChemischeStof,mlxl,metalaxyl,CONCTTE,ug/l
ChemischeStof,mlxlM,metalaxyl-M,CONCTTE,ug/l
ChemischeStof,mmtn,metamitron,CONCTTE,ug/l
ChemischeStof,monrn,monuron,CONCTTE,ug/l
ChemischeStof,muskxln,musk-xyleen,CONCTTE,ug/l
ChemischeStof,mzCl,metazachloor,CONCTTE,ug/l
ChemischeStof,nafclne,nafcilline,CONCTTE,ug/l
ChemischeStof,nappAd,napropamide,CONCTTE,ug/l
ChemischeStof,napxn,naproxen,CONCTTE,ug/l
ChemischeStof,nicsfrn,nicosulfuron,CONCTTE,ug/l
ChemischeStof,nuarml,nuarimol,CONCTTE,ug/l
ChemischeStof,oladmcn,oleandomycin,CONCTTE,ug/l
ChemischeStof,omtat,omethoaat,CONCTTE,ug/l
ChemischeStof,oxzpm,oxazepam,CONCTTE,ug/l
ChemischeStof,pacbtzl,paclobutrazol,CONCTTE,ug/l
ChemischeStof,parctml,paracetamol,CONCTTE,ug/l
ChemischeStof,penccrn,pencycuron,CONCTTE,ug/l
ChemischeStof,pencnzl,penconazool,CONCTTE,ug/l
ChemischeStof,pendmtln,pendimethalin,CONCTTE,ug/l
ChemischeStof,penffn,penflufen,CONCTTE,ug/l
ChemischeStof,pentoprd,penthiopyrad,CONCTTE,ug/l
ChemischeStof,permtn,permethrin,CONCTTE,ug/l
ChemischeStof,piclnfn,picolinafen,CONCTTE,ug/l
ChemischeStof,picxsbn,picoxystrobin,CONCTTE,ug/l
ChemischeStof,pinadn,pinoxaden,CONCTTE,ng/l
ChemischeStof,pinadn,pinoxaden,CONCTTE,ug/l
ChemischeStof,pipprn,pipamperon,CONCTTE,ug/l
ChemischeStof,piprnbO,piperonyl-butoxide,CONCTTE,ug/l
ChemischeStof,pirmcb,pirimicarb,CONCTTE,ug/l
ChemischeStof,pirmcdC1y,pirimicarb-desmethyl,CONCTTE,ug/l
ChemischeStof,poxflne,pentoxifylline,CONCTTE,ug/l
ChemischeStof,primdn,primidon,CONCTTE,ug/l
ChemischeStof,proClaz,prochloraz,CONCTTE,ug/l
ChemischeStof,procmdn,procymidon,CONCTTE,ug/l
ChemischeStof,profm,profam,CONCTTE,ug/l
ChemischeStof,profnfs,profenofos,CONCTTE,ug/l
ChemischeStof,progtrn,progesteron,CONCTTE,ug/l
ChemischeStof,promtne,prometryne,CONCTTE,ug/l
ChemischeStof,propAd,propyzamide,CONCTTE,ug/l
ChemischeStof,propCl,propachloor,CONCTTE,ug/l
ChemischeStof,propcnzl,propiconazol (som cis- en trans-),CONCTTE,ug/l
ChemischeStof,propmcb,propamocarb,CONCTTE,ug/l
ChemischeStof,propmcbHCl,propamocarb hydrochloride,CONCTTE,ug/l
ChemischeStof,propnl,propanil,CONCTTE,ug/l
ChemischeStof,propnll,propranolol,CONCTTE,ug/l
ChemischeStof,propqzfp,propaquizafop,CONCTTE,ug/l
ChemischeStof,proptfs,propetamfos,CONCTTE,ug/l
ChemischeStof,propxr,propoxur,CONCTTE,ug/l
ChemischeStof,propzne,propazine,CONCTTE,ug/l
ChemischeStof,prosfcb,prosulfocarb,CONCTTE,ug/l
ChemischeStof,prosfrn,prosulfuron,CONCTTE,ug/l
ChemischeStof,protocnzl,prothioconazool,CONCTTE,ug/l
ChemischeStof,pymtzne,pymetrozine,CONCTTE,ug/l
ChemischeStof,pyrazfs,pyrazofos,CONCTTE,ug/l
ChemischeStof,pyrcsbn,pyraclostrobin,CONCTTE,ug/l
ChemischeStof,pyrdbn,pyridaben,CONCTTE,ug/l
ChemischeStof,pyrdfl,pyridafol,CONCTTE,ug/l
ChemischeStof,pyrdll,pyridalyl,CONCTTE,ug/l
ChemischeStof,pyrdt,pyridaat,CONCTTE,ug/l
ChemischeStof,pyrffnC2y,pyraflufen-ethyl,CONCTTE,ug/l
ChemischeStof,pyrfnx,pyrifenox,CONCTTE,ug/l
ChemischeStof,pyrmtnl,pyrimethanil,CONCTTE,ug/l
ChemischeStof,pyrpxfn,pyriproxyfen,CONCTTE,ug/l
ChemischeStof,pyrslm,pyroxsulam,CONCTTE,ng/l
ChemischeStof,pyrslm,pyroxsulam,CONCTTE,ug/l
ChemischeStof,pyrtnn,pyrethrinen,CONCTTE,ug/l
ChemischeStof,pyrzl,pyrazol,CONCTTE,ug/l
ChemischeStof,quetpne,quetiapine,CONCTTE,ug/l
ChemischeStof,quincmn,quinoclamin,CONCTTE,ug/l
ChemischeStof,quinmrc,quinmerac,CONCTTE,ug/l
ChemischeStof,quinoxfn,quinoxyfen,CONCTTE,ug/l
ChemischeStof,quizlfC2y,quizalofop-ethyl,CONCTTE,ug/l
ChemischeStof,quizlfPC2y,quizalofop-P-ethyl,CONCTTE,ug/l
ChemischeStof,rimsfrn,rimsulfuron,CONCTTE,ug/l
ChemischeStof,rondzl,ronidazol,CONCTTE,ug/l
ChemischeStof,roxtmcne,roxitromycine,CONCTTE,ug/l
ChemischeStof,s12x5T4ClBen,"som 1,2,3,5- en 1,2,4,5-tetrachloorbenzeen",CONCTTE,ug/l
ChemischeStof,s1314xyln,"som 1,3- en 1,4-xyleen",CONCTTE,ug/l
ChemischeStof,s2425DClFol,"som 2,4- en 2,5-dichloorfenol",CONCTTE,ug/l
ChemischeStof,s45C1y1Hbzta,som 4- en 5-methyl-1H-benzotriazool,CONCTTE,ng/l
ChemischeStof,s45C1y1Hbzta,som 4- en 5-methyl-1H-benzotriazool,CONCTTE,ug/l
ChemischeStof,s4C9yFol,som 4-nonylfenol-isomeren (vertakt),CONCTTE,ug/l
ChemischeStof,sAOX,som adsorbeerbare organische halogeenverbindingen,CONCTTE,ug/l
ChemischeStof,sC2oxdm,sethoxydim,CONCTTE,ug/l
ChemischeStof,sCHLFa4,som 4 chlorofyl-a fracties,CONCTTE,ug/l
ChemischeStof,sDClBen,som dichloorbenzeen-isomeren,CONCTTE,ug/l
ChemischeStof,sDtocbmt,som dithiocarbamaten,CONCTTE,ug/l
ChemischeStof,sEOX,som extraheerbare organische halogeenverbindingen,CONCTTE,ug/l
ChemischeStof,sFEO,som Feopigment,CONCTTE,ug/l
ChemischeStof,sFolwv,som fenolen waterdampvluchtig,CONCTTE,ug/l
ChemischeStof,sHBCD,"som 1,2,5,6,9,10-hexabroomcyclododecaan",CONCTTE,ug/l
ChemischeStof,sHpClepO,som heptachloorepoxide (som cis- en trans-),CONCTTE,ug/l
ChemischeStof,sMAK,som monocyclische aromatische koolwaterstoffen (BTEX),CONCTTE,ug/l
ChemischeStof,sNO3NO2,som nitraat en nitriet,CONCTTE,mg/l
ChemischeStof,sPAK10,som 10 polycyclische aromatische koolwaterstoffen (VROM),CONCTTE,ug/l
ChemischeStof,sPAK16,som 16 polycyclische aromatische koolwaterstoffen (EPA),CONCTTE,ug/l
ChemischeStof,sPAK6,som 6 polycyclische aromatische koolwaterstoffen (Borneff),CONCTTE,ug/l
ChemischeStof,sPBDE6,"som PBDE28, 47, 99, 100, 153, 154",CONCTTE,ug/l
ChemischeStof,sTClBen,"som trichloorbenzenen (som 1,2,3- en 1,2,4- en 1,3,5-)",CONCTTE,ug/l
ChemischeStof,sVOX,som vluchtige organische halogeenverbindingen,CONCTTE,ug/l
ChemischeStof,sabcHBCD,"som a-, b- en c-HBCD",CONCTTE,ng/l
ChemischeStof,sabcHBCD,"som a-, b- en c-HBCD",CONCTTE,ug/l
ChemischeStof,salbtml,salbutamol,CONCTTE,ug/l
ChemischeStof,salczr,salicylzuur,CONCTTE,ug/l
ChemischeStof,sdmtn,som o-demeton en s-demeton,CONCTTE,ug/l
ChemischeStof,seC4yazne,sebutylazine,CONCTTE,ug/l
ChemischeStof,secC4yBen,secundair-butylbenzeen,CONCTTE,ug/l
ChemischeStof,sedxne,sedaxane,CONCTTE,ug/l
ChemischeStof,siltofm,silthiofam,CONCTTE,ug/l
ChemischeStof,simvstne,simvastatine,CONCTTE,ug/l
ChemischeStof,simzne,simazine,CONCTTE,ug/l
ChemischeStof,slinvertPFOA,som lineair en vertakte perfluoroctaanzuur,CONCTTE,ng/l
ChemischeStof,slinvertPFOA,som lineair en vertakte perfluoroctaanzuur,CONCTTE,ug/l
ChemischeStof,slinvertPFOS,som lineair en vertakte perfluoroctylsulfonaat,CONCTTE,ng/l
ChemischeStof,slinvertPFOS,som lineair en vertakte perfluoroctylsulfonaat,CONCTTE,ug/l
ChemischeStof,sotll,sotalol,CONCTTE,ug/l
ChemischeStof,spinsd,spinosad,CONCTTE,ug/l
ChemischeStof,spinsnA,spinosynA,CONCTTE,ug/l
ChemischeStof,spinsnD,spinosynD,CONCTTE,ug/l
ChemischeStof,spirdcfn,spirodiclofen,CONCTTE,ug/l
ChemischeStof,spirmsfn,spiromesifen,CONCTTE,ug/l
ChemischeStof,spirttmt,spirotetramat,CONCTTE,ug/l
ChemischeStof,styrn,styreen,CONCTTE,ug/l
ChemischeStof,sulcton,sulcotrion,CONCTTE,ug/l
ChemischeStof,sulfClprdzne,sulfachloorpyridazine,CONCTTE,ug/l
ChemischeStof,sulfafr,sulfoxaflor,CONCTTE,ug/l
ChemischeStof,sulfdazne,sulfadiazine,CONCTTE,ug/l
ChemischeStof,sulfdmdne,sulfadimidine,CONCTTE,ug/l
ChemischeStof,sulfdmtoxne,sulfadimethoxine,CONCTTE,ug/l
ChemischeStof,sulfmrzn,sulfamerazin,CONCTTE,ug/l
ChemischeStof,sulfmtoazl,sulfamethoxazol,CONCTTE,ug/l
ChemischeStof,sulfprdne,sulfapyridine,CONCTTE,ug/l
ChemischeStof,sulfqoxlne,sulfaquinoxaline,CONCTTE,ug/l
ChemischeStof,sulfsfrn,sulfosulfuron,CONCTTE,ug/l
ChemischeStof,sulftp,sulfotep,CONCTTE,ug/l
ChemischeStof,sverttPFHxS,som vertakte PFHxS-isomeren,CONCTTE,ng/l
ChemischeStof,sverttPFHxS,som vertakte PFHxS-isomeren,CONCTTE,ug/l
ChemischeStof,sverttPFOA,som vertakte PFOA-isomeren,CONCTTE,ng/l
ChemischeStof,sverttPFOA,som vertakte PFOA-isomeren,CONCTTE,ug/l
ChemischeStof,sverttPFOS,som vertakte PFOS-isomeren,CONCTTE,ng/l
ChemischeStof,sverttPFOS,som vertakte PFOS-isomeren,CONCTTE,ug/l
ChemischeStof,t1011DHOx101,"trans-10,11-dihydroxy-10,11-dihydrocarbazepine",CONCTTE,ug/l
ChemischeStof,t12DClC2e,"trans-1,2-dichlooretheen",CONCTTE,ug/l
ChemischeStof,t13DClC3e,"trans-1,3-dichloorpropeen",CONCTTE,ug/l
ChemischeStof,tCldn,trans-chloordaan,CONCTTE,ug/l
ChemischeStof,tHpClepO,trans-heptachloorepoxide,CONCTTE,ug/l
ChemischeStof,tabdzl,thiabendazol,CONCTTE,ug/l
ChemischeStof,tamxfn,tamoxifen,CONCTTE,ug/l
ChemischeStof,taufvlnt,tau-fluvalinaat,CONCTTE,ug/l
ChemischeStof,tebcnzl,tebuconazol,CONCTTE,ug/l
ChemischeStof,tebfprd,tebufenpyrad,CONCTTE,ug/l
ChemischeStof,tecnzn,tecnazeen,CONCTTE,ug/l
ChemischeStof,tecrbzneC1y,thiencarbazone-methyl,CONCTTE,ug/l
ChemischeStof,tefbzrn,teflubenzuron,CONCTTE,ug/l
ChemischeStof,teftn,tefluthrin,CONCTTE,ug/l
ChemischeStof,teldn,telodrin,CONCTTE,ug/l
ChemischeStof,tembtone,tembotrione,CONCTTE,ug/l
ChemischeStof,teplxdm,tepraloxydim,CONCTTE,ug/l
ChemischeStof,terC4yazne,terbutylazine,CONCTTE,ug/l
ChemischeStof,terbfs,terbufos,CONCTTE,ug/l
ChemischeStof,terbmtn,terbumeton,CONCTTE,ug/l
ChemischeStof,terbtlne,terbutaline,CONCTTE,ug/l
ChemischeStof,terbtn,terbutrin,CONCTTE,ug/l
ChemischeStof,tfluoxsbn,trans-fluoxastrobin,CONCTTE,ug/l
ChemischeStof,tftn,transfluthrin,CONCTTE,ug/l
ChemischeStof,thiacpd,thiacloprid,CONCTTE,ug/l
ChemischeStof,thiamtxm,thiamethoxam,CONCTTE,ug/l
ChemischeStof,thifsfrnC1y,thifensulfuron-methyl,CONCTTE,ug/l
ChemischeStof,tiamlne,tiamuline,CONCTTE,ug/l
ChemischeStof,toDcb,thiodicarb,CONCTTE,ug/l
ChemischeStof,tofnC1y,thiofanaat-methyl,CONCTTE,ug/l
ChemischeStof,tolcfsC1y,tolclofos-methyl,CONCTTE,ug/l
ChemischeStof,tolfAezr,tolfenaminezuur,CONCTTE,ug/l
ChemischeStof,tolfande,tolylfluanide,CONCTTE,ug/l
ChemischeStof,tomtn,thiometon,CONCTTE,ug/l
ChemischeStof,topmzn,topramezon,CONCTTE,ug/l
ChemischeStof,tpermtn,trans-permethrin,CONCTTE,ug/l
ChemischeStof,tpyrfnx,trans-pyrifenox,CONCTTE,ug/l
ChemischeStof,tramdl,tramadol,CONCTTE,ug/l
ChemischeStof,tris2C4oxC2y,tris(2-butoxyethyl)fosfaat,CONCTTE,ug/l
ChemischeStof,tritsfrn,tritosulfuron,CONCTTE,ug/l
ChemischeStof,ttC4yBen,tertiair-butylbenzeen,CONCTTE,ug/l
ChemischeStof,valfnlt,valifenalaat,CONCTTE,ug/l
ChemischeStof,valstan,valsartan,CONCTTE,ug/l
ChemischeStof,valum,valium,CONCTTE,ug/l
ChemischeStof,vamdton,vamidothion,CONCTTE,ug/l
ChemischeStof,venlfxne,venlafaxine,CONCTTE,ng/l
ChemischeStof,venlfxne,venlafaxine,CONCTTE,ug/l
ChemischeStof,vinczln,vinclozolin,CONCTTE,ug/l
ChemischeStof,zOaAd,zoxamide,CONCTTE,ug/l
Grootheid,,,AANTPVLME,n/dl
Grootheid,,,ALKLTT,mmol/l
Grootheid,,,BEDKG,%
Grootheid,,,BEMSROPVK,m2
Grootheid,,,CONCTTE,mg/l
Grootheid,,,CONCTTE,n/dl
Grootheid,,,CONCTTE,n/ml
Grootheid,,,CONCTTE,ug/l
Grootheid,,,DIEPTE,cm
Grootheid,,,DIEPTE,dm
Grootheid,,,DIEPTE,m
Grootheid,,,DROOGVLGD,%
Grootheid,,,E,/m
Grootheid,,,E,DIMSLS
Grootheid,,,EXTTCEFCELBT,/m
Grootheid,,,FOTNSDHD,umol/m2.s
Grootheid,,,GELDHD,mS/cm
Grootheid,,,GELDHD,mS/m
Grootheid,,,GELDHD,uS/cm
Grootheid,,,HH,mg/l
Grootheid,,,HH,mmol/l
Grootheid,,,HH,oD
Grootheid,,,IONRTO,%
Grootheid,,,MGETAL,meq/l
Grootheid,,,MGETAL,mg/l
Grootheid,,,MGETAL,mmol/l
Grootheid,,,MONSDTE,cm
Grootheid,,,MONSDTE,m
Grootheid,,,OPPVTE,ha
Grootheid,,,PGETAL,meq/l
Grootheid,,,PGETAL,mmol/l
Grootheid,,,SALNTT,DIMSLS
Grootheid,,,SALNTT,mmol/l
Grootheid,,,STROOMRTG,DIMSLS
Grootheid,,,STROOMSHD,m/s
Grootheid,,,T,oC
Grootheid,,,TROEBHD,FTU
Grootheid,,,VERZDGGD,%
Grootheid,,,WATDTE,dm
Grootheid,,,WATDTE,m
Grootheid,,,X_CODNT,m
Grootheid,,,Y_CODNT,m
Grootheid,,,ZICHT,cm
Grootheid,,,ZICHT,dm
Grootheid,,,ZICHT,m
Grootheid,,,pH,DIMSLS
Object,ANNA,Anabaena,AANTPVLME,n/ml
Object,ANNA,Anabaena,CONCTTE,mm3/l
Object,ANNA,Anabaena,CONCTTE,n/ml
Object,ANNA,Anabaena,VOLMFTE,mm3/l
Object,ANNO,Anabaenopsis,AANTPVLME,n/ml
Object,ANNO,Anabaenopsis,VOLMFTE,mm3/l
Object,APNI,Aphanizomenon,AANTPVLME,n/ml
Object,APNI,Aphanizomenon,CONCTTE,mm3/l
Object,APNI,Aphanizomenon,CONCTTE,n/ml
Object,APNI,Aphanizomenon,VOLMFTE,mm3/l
Object,CUSP,Cuspidothrix,AANTPVLME,n/ml
Object,CUSP,Cuspidothrix,VOLMFTE,mm3/l
Object,CYLI,Cylindrospermopsis,AANTPVLME,n/ml
Object,CYLI,Cylindrospermopsis,VOLMFTE,mm3/l
Object,E_COLI,Escherichia coli,AANTPVLME,n/dl
Object,E_COLI,Escherichia coli,CONCTTE,n/dl
Object,FLAB,Flab (Floating Algae Beds),VOLMFTE,%
Object,FYT_bloei13,Fytopl. - bloeisoort (13) Gonyostomum semen,CONCTTE,n/ml
Object,GEUR,Geur,AANWZHD,DIMSLS
Object,GEUR,Geur,AFWKG,DIMSLS
Object,GEUR,Geur,CONCTTE,DIMSLS
Object,GLTR,Gloeotrichia,AANTPVLME,n/ml
Object,GLTR,Gloeotrichia,VOLMFTE,mm3/l
Object,GR,Gloeirest,AFSDRDMT,%
Object,GR,Gloeirest,CONCTTE,%
Object,GR,Gloeirest,CONCTTE,mg/l
Object,GR,Gloeirest,MASSFTE,%
Object,GR,Gloeirest,VOLMFTE,%
Object,HYBDVS,Hybride vis,AANTL,n
Object,IJSDK,IJsdek,AANWZHD,DIMSLS
Object,IJSDK,IJsdek,CONCTTE,DIMSLS
Object,INTTNLETRCCN,Intestinale enterococcen,AANTPVLME,n/dl
Object,INTTNLETRCCN,Intestinale enterococcen,CONCTTE,n/dl
Object,KLEUR,Kleur,AANWZHD,DIMSLS
Object,KLEUR,Kleur,AFWKG,DIMSLS
Object,KLEUR,Kleur,CONCTTE,DIMSLS
Object,KROOS,Kroos,BEDKG,%
Object,KROOS,Kroos,CONCTTE,%
Object,LEGONLA,Legionella,AANTPVLME,n/l
Object,MICY,Microcystis,AANTPVLME,n/ml
Object,MICY,Microcystis,CONCTTE,mm3/l
Object,MICY,Microcystis,CONCTTE,n/ml
Object,MICY,Microcystis,VOLMFTE,mm3/l
Object,OLE,Olie,AANWZHD,DIMSLS
Object,OLE,Olie,CONCTTE,DIMSLS
Object,OS,Onopgeloste stoffen,CONCTTE,mg/l
Object,OSCL,Oscillatoria [1],AANTPVLME,n/ml
Object,OSCL,Oscillatoria [1],VOLMFTE,mm3/l
Object,PHOI,Phormidium [1],AANTPVLME,n/ml
Object,PHOI,Phormidium [1],CONCTTE,mm3/l
Object,PHOI,Phormidium [1],CONCTTE,n/ml
Object,PHOI,Phormidium [1],VOLMFTE,mm3/l
Object,PLAN,Planktothrix,AANTPVLME,n/ml
Object,PLAN,Planktothrix,CONCTTE,mm3/l
Object,PLAN,Planktothrix,CONCTTE,n/ml
Object,PLAN,Planktothrix,VOLMFTE,mm3/l
Object,SCHUIM,Schuim,AANWZHD,DIMSLS
Object,SCHUIM,Schuim,CONCTTE,DIMSLS
Object,THERMTLRTCLS,Thermotolerante Coli's (incubatie bij 44 C),AANTPVLME,n/dl
Object,TOTCLS,Totaal Coli's (incubatie bij 37 C),AANTPVLME,n/dl
Object,VEGTTE,Vegetatie,BEDKG,%
Object,VEGTTE,Vegetatie,VOLMFTE,%
Object,VOGL,Vogel,AANTL,n
Object,VUIL,Vuil,AANWZHD,DIMSLS
Object,VUIL,Vuil,CONCTTE,DIMSLS
Object,WORO,Woronichinia,AANTPVLME,n/ml
Object,WORO,Woronichinia,VOLMFTE,mm3/l
Object,sPTOXSBAGN,som potentieel toxische blauwalgen,AANTPVLME,n/ml
Object,sPTOXSBAGN,som potentieel toxische blauwalgen,CONCTTE,mm3/l
Object,sPTOXSBAGN,som potentieel toxische blauwalgen,CONCTTE,n/ml
Object,sPTOXSBAGN,som potentieel toxische blauwalgen,VOLMFTE,mm3/l
Object,sTOXSBAGN5,som 5 toxische blauwalgen,AANTPVLME,n/ml
Object,sTOXSBAGN5,som 5 toxische blauwalgen,CONCTTE,mm3/l
Object,sTOXSBAGN5,som 5 toxische blauwalgen,CONCTTE,n/ml
Object,sTOXSBAGN5,som 5 toxische blauwalgen,VOLMFTE,mm3/l
